Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IMP27101,INTRODUCCIÓN A LA MATRONERÍA Y PROMOCIÓN EN SALUD,1,1,36,8,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,SPF27101,"SALUD PÚBLICA, FAMILIAR Y COMUNITARIA",1,1,54,7,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IDU27101,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,LEN27101,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FFS27102,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,1,2,72,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MMM27102,MORFOLOGÍA MICRO Y MACROSCÓPICA ,1,2,72,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MAI27102,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,ACS27102,ANTROPOLOGÍA Y CIENCIAS PSICOSOCIALES DE LA SALUD SEXUAL Y REPRODUCTIVA,1,2,54,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FMP27102,FUNDAMENTOS DE MORFOLOGÍA PERINATAL,1,2,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IDU27102,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,LEN27102,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FFS27103,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,3,72,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,SGA27103,SEMIOLOGÍA GENERAL APLICADA  A LA MATRONERÍA,2,3,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MMQ27103,MATRONERÍA MÉDICO-QUIRÚRGICA,2,3,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FED27103,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,LEN27103,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27103,PRÁCTICA INTEGRADA EN MATRONERÍA I,2,3,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FCF27104,FARMACOLOGÍA CLÍNICA Y FUNDAMENTAL,2,4,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,GPF27104,GINECOLOGÍA Y PLANIFICACIÓN FAMILIAR,2,4,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,OBS27104,OBSTETRICIA I,2,4,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,NEO27104,NEONATOLOGÍA I,2,4,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,RSU27104,RESPONSABILIDAD SOCIAL UNIVERSITARIA ,2,4,36,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,LEN27104,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27104,PRÁCTICA INTEGRADA EN MATRONERÍA II,2,4,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,GLP27105,"GESTIÓN CLÍNICA, LIDERAZGO Y POLÍTICAS PÚBLICAS",3,5,36,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,SEG27105,SEXUALIDAD HUMANA Y ENFOQUE DE GÉNERO,3,5,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,GIP27105,GINECOLOGÍA PATOLÓGICA,3,5,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,OBS27105,OBSTETRICIA II,3,5,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,NEO27105,NEONATOLOGÍA II,3,5,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27105,PRÁCTICA INTEGRADA EN MATRONERÍA III,3,5,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MFB27106,MATEMÁTICA Y FUNDAMENTOS DE BIOESTADÍSTICA,3,6,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,CPO27106,"CLIMATERIO, PISO PÉLVICO Y ONCOLOGÍA",3,6,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,OBS27106,OBSTETRICIA III,3,6,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,NEO27106,NEONATOLOGÍA III,3,6,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,EFG27106,ELECTIVO DE FORMACIÓN GENERAL I,3,6,36,2,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27106,PRÁCTICA INTEGRADA EN MATRONERÍA IV,3,6,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IGI27107,INTEGRADO EN GINEOBSTETRICIA,4,7,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MIC27107,METODOLOGÍA DE LA INVESTIGACIÓN CIENTÍFICA,4,7,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,HAM27107,HUMANIZACIÓN DE LA  ATENCIÓN EN SALUD Y MULTICULTURALIDAD,4,7,36,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IAM27107,IMAGENOLOGÍA  APLICADA EN MATRONERÍA,4,7,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,BAM27107,BIOÉTICA  APLICADA  A  LA MATRONERÍA,4,7,36,3,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27107,PRÁCTICA INTEGRADA EN MATRONERÍA V,4,7,174,9,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,IPS27108,INTEGRADO EN PERINATOLOGÍA Y SEXUALIDAD HUMANA,4,8,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,SGA27108,SEMINARIO DE GRADO ACADÉMICO,4,8,36,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MRP27108,MEDICINA REPRODUCCIÓN,4,8,54,5,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,TEA27108,TECNOLOGÍA Y EMPRENDIMIENTO APLICADOS A LA MATRONERÍA,4,8,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,EFG27108,ELECTIVO DE FORMACIÓN GENERAL II,4,8,36,2,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PIM27108,PRÁCTICA INTEGRADA EN MATRONERÍA VI,4,8,174,9,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PPI27109,PRÁCTICA PROFESIONAL INTRAHOSPITALARIA I,5,9,250,17,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PPC27109,PRÁCTICA PROFESIONAL COMUNITARIA I,5,9,120,7,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,APM27109,ATENCIÓN PRIMARIA Y MODELO DE SALUD FAMILIAR I,5,9,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,CNE27109,CUIDADOS NEONATALES I,5,9,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PPI27110,PRÁCTICA PROFESIONAL INTRAHOSPITALARIA II,5,10,250,7,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,PPC27110,PRÁCTICA PROFESIONAL COMUNITARIA II,5,10,120,17,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,APM27110,ATENCIÓN PRIMARIA Y MODELO DE SALUD FAMILIAR II,5,10,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,CNE27110,CUIDADOS NEONATALES II,5,10,54,6,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS HUMANAS,PERIODISMO,MRC26,SMT00409,SEMINARIO DE TÍTULO,5,9,90,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,NHC00409,NUEVAS HERRAMIENTAS DE LA COMUNICACIÓN ESTRATEGICA,5,9,54,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,MPM00409,MARKETING Y POSICIONAMIENTO DE MARCA,5,9,54,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,NEP00409,NEGOCIOS DIGITALES Y EJECUCIÓN DE PROYECTOS COMUNICACIONALES,5,9,54,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PPF00409,PRÁCTICA PROFESIONAL,5,9,390,16,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,EDE00401,EXPRESIÓN ORAL Y EMPODERAMIENTO,1,1,36,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,RGN00401,REDACCIÓN GENERAL,1,1,90,8,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ALD00401,ALFABETIZACIÓN DIGITAL,1,1,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,IDU00401,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ING00401,INGLÉS I,1,1,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,HPM00401,HISTORIA DEL PERIODISMO Y MEDIOS DE COMUNICACIÓN,1,1,72,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ECC00402,EPISTEMOLOGÍA Y CIENCIAS DE LA COMUNICACIÓN,1,2,36,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,RET00402,REDACCIÓN ETILÍSTICA,1,2,90,8,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,CND00402,CIBERCULTURA Y NARRAVITAS DIGITALES,1,2,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,IDU00402,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ING00402,INGLÉS II,1,2,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ACN00402,ANÁLISIS DE LA  ACTUALIDAD Y CONTRUCCIÓN DE NOTICIAS,1,2,72,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PAC00403,PENSAMIENTO CRÍTICO E HISTORIA CONTEMPORÁNEA,2,3,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,SMC00403,SEMIÓTICA DE LA COMUNICACIÓN,2,3,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ELP00403,ÉTICA Y LEGISLACIÓN PERIODÍSTICA,2,3,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,FED00403,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ING00403,INGLÉS III,2,3,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PER00403,PERIODISMO ESPECIALIZADO Y REPORTEO EN TERRENO,2,3,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,FLA00404,FOTOGRAFÍA Y LENGUAJE AUDIOVISUAL,2,4,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,SCM00404,SOCIAL MEDIA,2,4,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,LPA00404,LOCUCIÓN PERIODÍSTICA  AUDIOVISUAL,2,4,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,RSU00404,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ING00404,INGLÉS IV,2,4,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,EPR00404,ENTREVISTA PERIODÍSTICA Y REPORTEO EN TERRENO,2,4,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,VID00405,VISUALIZACIÓN DE DATOS,3,5,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,IAS00405,INTELIGENCIA ARTIFICIAL PARA EL STORYTELLING,3,5,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,P1R00405,PERIODISMO RADIAL I,3,5,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,IMP00405,INTRODUCCIÓN AL MARKETING Y LA PUBLICIDAD,3,5,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ICP00405,INGLÉS COMUNICACIONAL PARA PERIODISMO I,3,5,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,EFG00405,ELECTIVO DE FORMACIÓN GENERAL I,3,5,36,2,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PED00406,PERIODISMO DE DATOS,3,6,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PRA00406,PRODUCCIÓN Y REALIZACIÓN AUDIOVISUAL,3,6,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,P2R00406,PERIODISMO RADIAL II,3,6,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ECI00406,ESTRATEGIAS DE COMUNICACIÓN INTEGRADA,3,6,54,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ICP00406,INGLÉS COMUNICACIONAL PARA PERIODISMO II,3,6,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,EFG00406,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,MTI00407,METODOLOGÍA DE LA INVESTIGACIÓN,4,7,36,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PIR00407,PERIODISMO DE INVESTIGACIÓN Y REPORTAJE,4,7,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PNA00407,PERIODISMO Y NARRATIVA  AUDIOVISUAL,4,7,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PEP00407,PERIODISMO CRÍTICO Y EDICIÓN DE CONTENDIO PERIODÍSTICO,4,7,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,CEM00407,COMUNICACIÓN ESTRATÉGICA Y MANEJO DE CRISIS,4,7,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ICP00407,INGLÉS COMUNICACIONAL PARA PERIODISMO III,4,7,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,SMG00408,SEMINARIO DE GRADO,4,8,72,6,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,CIP00408,COMUNICACIÓN INSTITUCIONAL PÚBLICA Y PRIVADA,4,8,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,PAD00408,PROYECTO AUDIOVISUAL Y DOCUMENTAL,4,8,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,CMP00408,CONVERGENCIA MULTIPLATAFORMA,4,8,54,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,EGP00408,EMPRENDIMIENTO Y GESTIÓN DE PROYECTOS,4,8,36,5,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,ICP00408,INGLÉS COMUNICACIONAL PARA PERIODISMO IV,4,8,54,4,0
CIENCIAS HUMANAS,PERIODISMO,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,40,,1
CIENCIAS HUMANAS,PERIODISMO,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,20,,1
CIENCIAS HUMANAS,PERIODISMO,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,PERIODISMO,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,ALG28401,ALGEBRA,1,1,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FBG28401,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,IQF28401,INTRODUCCIÓN A LA QUÍMICA Y FARMACIA,1,1,36,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,QTL28401,QUÍMICA GENERAL Y TÉCNICAS DE LABORATORIO,1,1,90,7,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,IDU28401,IDENTIDAD UNIVERSITARIA I,1,1,36,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LEN28401,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,CAL24802,CÁLCULO,1,2,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FGN24802,FÍSICA GENERAL,1,2,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FIS24802,FISIOLOGÍA,1,2,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,QIO24802,QUÍMICA ORGÁNICA,1,2,72,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LEN24802,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,IDU24802,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FCQ24803,FARMACOQUÍMICA I,2,3,54,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,QIA24803,QUÍMICA  ANALÍTICA,2,3,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FIS24803,FISIOPATOLOGÍA,2,3,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,BIO24803,BIOQUÍMICA,2,3,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FED24803,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LEN24803,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FSQ24804,FISICOQUÍMICA,2,4,72,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,MAI24804,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,2,4,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FAR24804,FARMACOLOGÍA I,2,4,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,AIN24804,ANÁLISIS INSTRUMENTAL,2,4,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FQM24804,FARMACOQUÍMICA II,2,4,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,RSU24804,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LEN24804,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,BIO24805,BIOESTADÍSTICA,3,5,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,IGH24805,INMUNOLOGÍA Y GENÉTICA HUMANA,3,5,90,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FAR24805,FARMACOLOGÍA II,3,5,72,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,PID24805,PROCESOS INDUSTRIALES,3,5,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,ECC24805,"ECONOMÍA , CONTABILIDAD Y COSTOS",3,5,72,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,PIN24805,PRÁCTICA INTEGRADA,3,5,72,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FCP24806,FARMACOLOGÍA CLÍNICA Y POLIFARMACIA,3,6,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,TFC24806,TECNOLOGÍA FARMACÉUTICA I,3,6,75,7,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,SCF24806,SISTEMA DE GESTIÓN Y CALIDAD FARMACÉUTICA,3,6,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,BFG24806,BOTÁNICA Y FARMACOGNOSIA,3,6,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,SPE24806,SALUD PÚBLICA Y EPIDMIOLOGÍA,3,6,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,MGT24806,MARKETING Y GESTIÓN DEL TALENTO HUMANO,3,6,54,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FAF24807,FARMACIA  ASISTENCIAL Y FARMACOVIGILANCIA,4,7,90,8,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,BQC24807,BIOQUÍMICA CLÍNICA,4,7,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,BFC24807,BIOFARMACIA Y FARMACOCINÉTICA,4,7,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,TOX24807,TOXICOLOGÍA,4,7,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,EFG24807,ELECTIVO DE FORMACIÓN GENERAL I,4,7,36,2,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,MIN24808,METODOLOGÍA DE LA INVESTIGACIÓN,4,8,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LFM24808,LEGISLACIÓN FARMACÉUTICA,4,8,54,5,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,FCI24808,FARMACIA CLÍNICA,4,8,90,8,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,NBR24808,NUTRICIÓN Y BROMATOLOGÍA,4,8,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,TFC24808,TECNOLOGÍA FARMACÉUTICA II,4,8,72,6,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,EFG24808,ELECTIVO DE FORMACIÓN GENERAL II,4,8,36,2,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,P1F24809,PRÁCTICA FARMACÉUTICA I,5,9,196,10,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,P2F24809,PRÁCTICA FARMACÉUTICA II,5,9,196,10,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,INT24809,INGLÉS TÉCNICO,5,9,36,4,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,ACT24810,ACTIVIDAD DE TITULACIÓN,5,10,356,20,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,01E24810,OPTATIVO DE ESPECIALIZACIÓN I,5,10,36,8,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,02E24810,OPTATIVO DE ESPECIALIZACIÓN II,5,10,36,8,0
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS MÉDICAS,QUÍMICA Y FARMACIA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,BCE02301,BIOLOGÍA DE LA CONDUCTA Y LA EMOCIÓN,1,1,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,TPG02301,TALLER DE DESARROLLO PERSONAL Y GRUPAL,1,1,36,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,ECS02301,EPISTEMOLOGÍA DE LAS CIENCIAS SOCIALES,1,1,54,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,OPS02301,OBJETO DE LA PSICOLOGÍA,1,1,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,IDU02301,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,LEN02301,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,NEN023002,NEUROANATOMÍA Y NEUROFISIOLOGÍA,1,2,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,IPO02302,INTERSECCIONALIDAD Y PERSPECTIVA DEL OTRO,1,2,54,5,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,PHP02302,PARADIGMAS HISTÓRICOS DE LA PSICOLOGÍA,1,2,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,IDU02302,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,LEN02302,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,POB02302,PRÁCTICA OBSERVACIONAL I,1,2,72,7,0
CIENCIAS HUMANAS,PSICOLOGÍA,MRC26,NCC02303,NEUROCIENCIA COGNITIVA CONDUCTUAL,2,3,54,4,0
