Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,CAU45406,CONTROL Y AUTOMATIZACIÓN,3,6,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,ROB45406,ROBÓTICA I,3,6,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,EFG45406,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TMI45406,TALLER DE MANTENIMIENTOS INDUSTRIALES,3,6,36,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,INA45407,INTELIGENCIA  ARTIFICIAL II,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,PRF45407,PROCESOS DE FABRICACIÓN,4,7,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,OLM45407,OPERACIONES LOGÍSTICAS MECATRÓNICAS,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,ROB45407,ROBÓTICA II,4,7,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,ITA45407,"INNOVACIÓN, TECNOLOGÍA Y ANALÍTICA DE DATOS",4,7,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TSM45407,TALLER DE SISTEMAS MECATRÓNICOS INTEGRADOS,4,7,36,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,SHN45408,SISTEMAS HIDRÁULICOS Y NEUMÁTICOS,4,8,36,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,PEP45408,PREPARACIÓN Y EVALUACIÓN DE PROYECTOS,4,8,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,PRI45408,PREVENCIÓN DE RIESGOS INDUSTRIALES,4,8,36,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,ISI45408,INTEGRACIÓN DE SISTEMAS DE INGENIERÍA MECATRÓNICA,4,8,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TEE45408,TECNOLOGÍA EMERGENTES,4,8,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TTD45408,TALLER DE TECNOLOGÍAS DUALES,4,8,36,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,PFI45409,PROYECTO FINAL INTEGRADO I,5,9,72,15,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O1E45409,OPTATIVO DE ESPECIALIZACIÓN I,5,9,54,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O2E45409,OPTATIVO DE ESPECIALIZACIÓN II,5,9,54,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O3E45409,OPTATIVO DE ESPECIALIZACIÓN III,5,9,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,PFI45410,PROYECTO FINAL INTEGRADO II,5,10,72,15,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O4E45410,OPTATIVO DE ESPECIALIZACIÓN IV,5,10,54,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O5E45410,OPTATIVO DE ESPECIALIZACIÓN V,5,10,54,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,O6E45410,OPTATIVO DE ESPECIALIZACIÓN VI,5,10,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN MECATRÓNICA,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ALG35101,ÁLGEBRA,1,1,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ALM35101,ALGORITMOS MULTIMEDIA,1,1,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,TEM35101,TECNOLOGÍAS MULTIMEDIA,1,1,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,PRM35101,PRODUCCIÓN  MULTIMEDIA,1,1,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,IDU35101,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LEN35101,LENGUA EXTRANJERA I,1,1,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,GEA35102,GEOMETRÍA  ANALÍTICA,1,2,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,CAL3502,CÁLCULO,1,2,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,POM35102,POO MULTIMEDIA,1,2,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,PRO35102,PRODUCCIÓN 2D,1,2,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,IDU35102,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LEN35102,LENGUA EXTRANJERA II,1,2,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EST35103,ESTADÍSTICA,2,3,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,MPS35103,MECÁNICA PARA SIMULACIÓN,2,3,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ESD35103,ESTRUCTURA DE DATOS,2,3,72,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,FVJ35103,FUNDAMENTOS DE VIDEOJUEGOS,2,3,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,FED35103,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LEN35103,LENGUA EXTRANJERA III,2,3,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ECO35104,ECONOMÍA,2,4,72,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,FVJ35104,FÍSICA PARA VIDEOJUEGOS,2,4,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,PAV35104,PROGRAMACIÓN AVANZADA,2,4,72,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,H3D35104,HERRAMIENTAS 3D,2,4,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,RSU35104,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LEN35104,LENGUA EXTRANJERA IV,2,4,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,CCO35105,CONTABILIDAD Y COSTOS,3,5,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,MAD35105,MODELOS DE ADMINISTRACIÓN DE DATOS,3,5,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,IAV35105,INTELIGENCIA ARTIFICIAL PARA VIDEOJUEGOS,3,5,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,MOR35105,MODELADO ORGÁNICO,3,5,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ANI35105,ANIMACIÓN,3,5,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EVJ35105,ESCENARIO DE VIDEOJUEGOS,3,5,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EFG35105,ELECTIVO DE FORMACIÓN GENERAL I,3,5,36,2,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LDA35106,LÓGICA DIGITAL Y HÁPTICOS,3,6,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,DEW35106,DESARROLLO WEB,3,6,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,NTD35106,NUEVAS TECNOLOGÍAS DE DESARROLO 3D,3,6,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,AAV35106,ANIMACIÓN AVANZADA,3,6,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,OVJ35106,OPTIMIZACIÓN DE VIDEOJUEGOS,3,6,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EFG35106,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ITA35107,"INNOVACIÓN, TECNOLOGÍA Y ANALÍTICA DE DATOS",4,7,54,4,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,DVL35107,DISEÑO DE VIDEOJUEGOS EN LÍNEA,4,7,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EVU35107,INTERFACES Y EXPERIENCIA DE USUARIO,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,EES35107,EFECTOS ESPECIALES,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,VJM35107,VIDEOJUEGOS MOBILE,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,PPM35107,PREPARACIÓN DE PROYECTOS Y METODOLOGÍA,4,7,54,5,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,RVI35108,REALIDAD VIRTUAL,4,8,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,AGT35108,ADMINISTRACIÓN Y GESTIÓN DEL TALENTO HUMANO,4,8,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,NTA35108,NUEVAS TECNOLOGÍAS APLICADAS,4,8,72,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,MKD35108,MARKETING DIGITAL,4,8,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,IIA35108,I+D PARA INTELIGENCIA  ARTIFICIAL,4,8,54,6,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,ACT35109,ACTIVIDAD DE TITULACIÓN,5,9,144,7,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,OPC35109,OPTATIVO DE CERTIFICACIÓN,5,9,54,3,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,PPF35109,PRÁCTICA PROFESIONAL,5,9,342,20,0
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
"INGENIERÍA, CIENCIA Y TECNOLOGÍA",INGENIERÍA EN REALIDAD VIRTUAL Y DISEÑO DE JUEGOS DIGITALES,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FBG21201,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,BQB21201,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,AAK21201,ANATOMÍA APLICADA A LA KINESIOLOGÍA,1,1,90,9,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,INK21201,INTRODUCCIÓN A LA KINESIOLOGÍA,1,1,36,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IDU21201,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LEN21201,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FFS21202,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,1,2,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,AFP21202,ANATOMÍA FUNCIONAL Y PALPATORIA,1,2,90,7,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,BIF21202,BIOFÍSICA,1,2,54,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,KBE21202,KINESIOLOGÍA BASADA EN LA EVIDENCIA CIENTÍFICA,1,2,36,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IDU21202,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LEN20202,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FFS21203,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,3,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FCF21203,FARMACOLOGÍA CLÍNICA FUNDAMENTAL,2,3,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,WEF21203,NEUROFISIOLOGÍA,2,3,54,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,MHF21203,MOVIMIENTO HUMANO FUNCIONAL,2,3,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,SPC21203,SALUD PÚBLICA COMUNITARIA Y FAMILIAR,2,3,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FED21203,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LEN21203,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,FIE21204,FISIOLOGÍA DEL EJERCICIO,2,4,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,MHD21204,MOVIMIENTO HUMANO DISFUNCIONAL,2,4,54,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LDG21204,LIDERAZGO Y GESTIÓN,2,4,36,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,RSU21204,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,EFG21204,ELECTIVO DE FORMACIÓN GENERAL I,2,4,36,2,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PIK21204,PRÁCTICA INTEGRADA EN KINESIOLOGÍA I,2,4,54,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LEN21204,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IMG21205,IMAGENOLOGÍA,3,5,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PCA21205,PATOLOGÍA CLÍNICA APLICADA EN EL CURSO DE LA VIDA,3,5,72,7,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PSB21205,PSICOLOGÍA DE SALUD Y BIENESTAR,3,5,36,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,EIS21205,EMPRENDIMIENTO E INNOVACIÓN PARA LA SALUD SOSTENIBLE,3,5,36,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,EFG21205,ELECTIVO DE FORMACIÓN GENERAL II,3,5,36,2,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PIK21205,PRÁCTICA INTEGRADA EN KINESIOLOGÍA II,3,5,54,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,ENC21206,EVALUACIÓN NEUROKINÉSICA EN EL CURSO DE LA VIDA,3,6,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,ECC21206,EVALUACIÓN CARDIORRESPIRATORIA EN EL CURSO DE LA VIDA,3,6,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,EMC21206,EVALUACIÓN MUSCULOESQUELÉTICA EN EL CURSO DE LA VIDA,3,6,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,MNG21206,MODELO DE NEGOCIOS,3,6,36,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,MIN21206,METODOLOGÍA DE LA INVESTIGACIÓN,3,6,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PIK21206,PRÁCTICA INTEGRADA EN KINESIOLOGÍA III,3,6,54,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,INC21207,INTERVENCIÓN NEUROKINÉSICA EN EL CURSO DE LA VIDA,4,7,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,ICC21207,INTERVENCIÓN CARDIORRESPIRATORIA EN EL CURSO DE LA VIDA,4,7,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IMC21207,INTERVENCIÓN MUSCULOESQUELÉTICA EN EL CURSO DE LA VIDA,4,7,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IDK21207,INNOVACIÓN DIGITAL EN KINESIOLOGÍA,4,7,36,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,AFN21207,AGENTES FÍSICOS Y NUEVAS TECNOLOGÍAS,4,7,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PIK21207,PRÁCTICA INTEGRADA EN KINESIOLOGÍA IV,4,7,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IPN21208,INTERVENCIÓN PROFESIONAL NEUROKINÉSICA,4,8,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IPC21208,INTERVENCIÓN PROFESIONAL CARDIORRESPIRATORIA,4,8,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,IPM21208,INTERVENCIÓN PROFESIONAL  MUSCULOESQUELÉTICA,4,8,72,6,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,OPK21208,OPTATIVO DE PROFUNDIZACIÓN EN KINESIOLOGÍA,4,8,36,3,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,GEP21208,GESTIÓN Y EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN O EMPRENDIMIENTO,4,8,54,4,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PIK21208,PRÁCTICA INTEGRADA EN KINESIOLOGÍA V,4,8,72,5,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PP1K21209,PRÁCTICA PROFESIONAL EN KINESIOLOGÍA I,5,9,180,15,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PP2K21209,PRÁCTICA PROFESIONAL EN KINESIOLOGÍA II,5,9,198,15,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PP3K21210,PRÁCTICA PROFESIONAL EN KINESIOLOGÍA III,5,10,180,15,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,PP4K21210,PRÁCTICA PROFESIONAL EN KINESIOLOGÍA IV,5,10,198,15,0
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS DE LA SALUD,KINESIOLOGÍA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,BBE39501,BASES BIOLÓGICAS DEL ENTRENAMIENTO,1,1,72,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,HDP39501,HISTORIA DEL DEPORTE,1,1,36,3,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,AAD39501,ANATOMÍA APLICADA  A LA  ACTIVIDAD FÍSCA Y DEPORTIVA,1,1,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FMO39501,FUDAMENTOS DE LA MOTRICIDAD,1,1,54,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FDF39501,FORMACIÓN DEPORTIVA FÚTBOL,1,1,72,5,0
